,resistance,depth
4300,0.0002867896109819,0.0
4301,0.0002867896109819,0.0
4302,0.0002867896109819,0.0
4303,0.0002867896109819,0.0
4304,0.0002867896109819,0.0
4305,0.0002867896109819,0.0
4306,0.0002867896109819,0.0
4307,0.0002867896109819,0.0
4308,0.0002867896109819,0.0
4309,0.0002867896109819,0.0
4310,0.0002867896109819,0.0
4311,0.0002867896109819,0.0
4312,0.2172106355428695,0.0
4313,0.2172106355428695,0.0
4314,0.2172106355428695,0.0
4315,0.2172106355428695,0.0
4316,0.2172106355428695,0.0
4317,0.2172106355428695,0.0
4318,0.2172106355428695,0.0
4319,0.3256659209728241,0.0
4320,0.3256659209728241,0.0
4321,0.3256659209728241,0.0
4322,0.3256659209728241,0.0
4323,0.3256659209728241,0.0
4324,0.3251142799854278,8.234381675720215e-05
4325,0.3251142799854278,8.234381675720215e-05
4326,0.3251142799854278,8.234381675720215e-05
4327,0.3251142799854278,8.234381675720215e-05
4328,0.3251142799854278,8.234381675720215e-05
4329,0.3251142799854278,8.234381675720215e-05
4330,0.4553226828575134,8.042156696311253e-05
4331,0.4553226828575134,8.042156696311253e-05
4332,0.4553226828575134,8.042156696311253e-05
4333,0.4553226828575134,8.042156696311253e-05
4334,0.4553226828575134,8.042156696311253e-05
4335,0.4553226828575134,8.042156696311253e-05
4336,0.4553226828575134,8.042156696311253e-05
4337,0.5636178851127625,8.042156696311253e-05
4338,0.5636178851127625,8.042156696311253e-05
4339,0.5636178851127625,8.042156696311253e-05
4340,0.5636178851127625,8.042156696311253e-05
4341,0.5636178851127625,8.042156696311253e-05
4342,0.5636178851127625,8.042156696311253e-05
4343,0.5636178851127625,8.042156696311253e-05
4344,0.5602632761001587,0.00014884769916531648
4345,0.5602632761001587,0.00014884769916531648
4346,0.5602632761001587,0.00014884769916531648
4347,0.5602632761001587,0.00014884769916531648
4348,0.5602632761001587,0.00014884769916531648
4349,0.5602632761001587,0.00014884769916531648
4350,0.5602632761001587,0.00014884769916531648
4351,0.6559965014457703,0.00017613172531122379
4352,0.6559965014457703,0.00017613172531122379
4353,0.6559965014457703,0.00017613172531122379
4354,0.6559965014457703,0.00017613172531122379
4355,0.6559965014457703,0.00017613172531122379
4356,0.6559965014457703,0.00017613172531122379
4357,0.6559965014457703,0.00017613172531122379
4358,0.7577508687973022,0.00019991397857660465
4359,0.7577508687973022,0.00019991397857660465
4360,0.7577508687973022,0.00019991397857660465
4361,0.7577508687973022,0.00019991397857660465
4362,0.7577508687973022,0.00019991397857660465
4363,0.7577508687973022,0.00019991397857660465
4364,0.7577508687973022,0.00019991397857660465
4365,0.8657589554786682,0.00019991397857660465
4366,0.8657589554786682,0.00019991397857660465
4367,0.8657589554786682,0.00019991397857660465
4368,0.8657589554786682,0.00019991397857660465
4369,0.8657589554786682,0.00019991397857660465
4370,0.8657589554786682,0.00019991397857660465
4371,0.8657589554786682,0.00019991397857660465
4372,0.8249026536941528,0.00021934509277340974
4373,0.8249026536941528,0.00021934509277340974
4374,0.8249026536941528,0.00021934509277340974
4375,0.8249026536941528,0.00021934509277340974
4376,0.8249026536941528,0.00021934509277340974
4377,0.8249026536941528,0.00021934509277340974
4378,0.8249026536941528,0.00021934509277340974
4379,0.9621798396110536,0.00028042495250701904
4380,0.9621798396110536,0.00028042495250701904
4381,0.9621798396110536,0.00028042495250701904
4382,0.9621798396110536,0.00028042495250701904
4383,0.9621798396110536,0.00028042495250701904
4384,0.9621798396110536,0.00028042495250701904
4385,0.9621798396110536,0.00028042495250701904
4386,1.1017749309539795,0.00028042495250701904
4387,1.1017749309539795,0.00028042495250701904
4388,1.1017749309539795,0.00028042495250701904
4389,1.1017749309539795,0.00028042495250701904
4390,1.1017749309539795,0.00028042495250701904
4391,1.1017749309539795,0.00028042495250701904
4392,1.1017749309539795,0.00028042495250701904
4393,1.0340921878814695,0.0003881007432937067
4394,1.0340921878814695,0.0003881007432937067
4395,1.0340921878814695,0.0003881007432937067
4396,1.0340921878814695,0.0003881007432937067
4397,1.0340921878814695,0.0003881007432937067
4398,1.0340921878814695,0.0003881007432937067
4399,1.0340921878814695,0.0003881007432937067
4400,1.1873074769973757,0.0004109889268875122
4401,1.1873074769973757,0.0004109889268875122
4402,1.1873074769973757,0.0004109889268875122
4403,1.1873074769973757,0.0004109889268875122
4404,1.1873074769973757,0.0004109889268875122
4405,1.1873074769973757,0.0004109889268875122
4406,1.2236186265945437,0.0004463791847229004
4407,1.2236186265945437,0.0004463791847229004
4408,1.2236186265945437,0.0004463791847229004
4409,1.2236186265945437,0.0004463791847229004
4410,1.2236186265945437,0.0004463791847229004
4411,1.2236186265945437,0.0004463791847229004
4412,1.3036887645721436,0.00047209858894342593
4413,1.3036887645721436,0.00047209858894342593
4414,1.3036887645721436,0.00047209858894342593
4415,1.3036887645721436,0.00047209858894342593
4416,1.3036887645721436,0.00047209858894342593
4417,1.3036887645721436,0.00047209858894342593
4418,1.3036887645721436,0.00047209858894342593
4419,1.3036887645721436,0.00047209858894342593
4420,1.3523898124694824,0.0005275756120681208
4421,1.3523898124694824,0.0005275756120681208
4422,1.3523898124694824,0.0005275756120681208
4423,1.3523898124694824,0.0005275756120681208
4424,1.3523898124694824,0.0005275756120681208
4425,1.3523898124694824,0.0005275756120681208
4426,1.3266234397888184,0.0005598813295364102
